0	7.0
1	7.0
2	7.0
3	3.0
4	5.0
5	5.0
6	5.0
7	4.0
8	4.0
9	4.0
10	4.0
11	6.0
12	6.0
13	5.0
14	4.0
15	4.0
16	3.0
17	5.0
18	5.0
19	4.0
20	3.0
21	4.0
22	4.0
23	3.0
24	10.0
25	3.0
26	5.0
27	7.0
28	8.0
29	8.0
30	6.0
31	4.0
32	3.0
33	4.0
34	3.0
35	4.0
36	4.0
37	3.0
38	6.0
39	6.0
40	2.0
41	3.0
42	5.0
43	5.0
44	6.0
45	5.0
46	6.0
47	8.0
48	3.0
49	4.0
50	4.0
51	1018.0
52	5607.0
53	11723.0
54	21685.0
55	31226.0
56	36012.0
57	36012.0
58	38311.0
59	38850.0
60	38364.0
61	38624.0
62	38348.0
63	38256.0
64	38256.0
65	38081.0
66	38200.0
67	37566.0
68	37231.0
69	37430.0
70	36882.0
71	36882.0
72	37301.0
73	36534.0
74	36744.0
75	36750.0
76	36187.0
77	36167.0
78	36167.0
79	36717.0
80	36183.0
81	36065.0
82	35976.0
83	35383.0
84	35656.0
85	35656.0
86	35190.0
87	35167.0
88	34926.0
89	34999.0
90	35023.0
91	34544.0
92	34544.0
93	34624.0
94	34474.0
95	34285.0
96	34216.0
97	34325.0
98	34284.0
99	34284.0
100	34389.0
101	34229.0
102	33837.0
103	34387.0
104	34167.0
105	34175.0
106	34175.0
107	34062.0
108	34246.0
109	34437.0
110	34561.0
111	34103.0
112	33967.0
113	33967.0
114	34648.0
115	34426.0
116	34825.0
117	34621.0
118	34758.0
119	34440.0
120	34440.0
121	34892.0
122	35208.0
123	35213.0
124	34852.0
125	35068.0
126	34752.0
127	34752.0
128	35375.0
129	35461.0
130	35223.0
131	35390.0
132	35283.0
133	35436.0
134	35436.0
135	35306.0
136	35597.0
137	35566.0
138	35948.0
139	35776.0
140	35907.0
141	35907.0
142	35903.0
143	35775.0
144	36088.0
145	36430.0
146	36246.0
147	36123.0
148	36123.0
149	36467.0
150	36332.0
151	36103.0
152	36252.0
153	36426.0
154	36574.0
155	36574.0
156	36537.0
157	36440.0
158	36641.0
159	36655.0
160	36429.0
161	36380.0
162	36380.0
163	36616.0
164	36238.0
165	36382.0
166	36352.0
167	36533.0
168	36343.0
169	36343.0
170	36433.0
171	36232.0
172	36214.0
173	36095.0
174	36444.0
175	36416.0
176	36416.0
177	36013.0
178	35926.0
179	35797.0
180	35955.0
181	35801.0
182	36284.0
183	36284.0
184	35263.0
185	35896.0
186	35881.0
187	35969.0
188	35591.0
189	35690.0
190	35690.0
191	35739.0
192	35192.0
193	35529.0
194	35308.0
195	34958.0
196	34958.0
197	34958.0
198	34944.0
199	35021.0
200	34918.0
201	34709.0
202	34971.0
203	34833.0
204	34833.0
205	34266.0
206	34552.0
207	34417.0
208	34511.0
209	33975.0
210	34036.0
211	34036.0
212	33984.0
213	34078.0
214	33721.0
215	33929.0
216	34294.0
217	33976.0
218	33976.0
219	33464.0
220	33446.0
221	33834.0
222	33653.0
223	33299.0
224	33486.0
225	33486.0
226	33292.0
227	33100.0
228	33188.0
229	33116.0
230	32839.0
231	33228.0
232	33228.0
233	33165.0
234	33138.0
235	33270.0
236	33572.0
237	33443.0
238	33549.0
239	33549.0
240	33589.0
241	33472.0
242	33741.0
243	33849.0
244	33538.0
245	33900.0
246	33900.0
247	33920.0
248	33856.0
249	34238.0
250	34630.0
251	34894.0
252	34708.0
253	34708.0
254	35461.0
255	35277.0
256	35730.0
257	35840.0
258	36247.0
259	36503.0
260	36503.0
261	37100.0
262	37317.0
263	37502.0
264	38228.0
265	38162.0
266	38247.0
267	38247.0
268	39401.0
269	39801.0
270	40400.0
271	40682.0
272	41393.0
273	41927.0
274	41927.0
